Date;ID;Title;Speaker Name;Thumbnail;Tags;Views;Likes;Dislikes;Favourite Count;Comment Count;Published on
2019-04-13;Zark1jrC7EU;Personalized health -- harnessing the power of diversity;Burkhard Rost;https://i.ytimg.com/vi/Zark1jrC7EU/mqdefault.jpg;ted,Health,tedx,ted x,Science (hard),tedx talk,TEDxTalks,Medicine,Computer Science,tedx talks,ted talks,Germany,ted talk,Genetics,Biology,English;2381;19;0;0;2;2014-07-23T18:55:49.000Z
2019-04-13;mK6IdD4GXPo;The time is now for a sustainable food revolution;Marc Buckley;https://i.ytimg.com/vi/mK6IdD4GXPo/mqdefault.jpg;TEDxTalks,English,Germany,Global Issues,Activism,Big problems,Entrepreneurship,Environment,Food,Global issues,Green,Nature,Obesity,Social Change,Social Entrepreneurship,Sustainability;66614;375;2;0;4;2015-12-29T19:05:20.000Z
2019-04-13;sRVxPE1cguo;Stick Up: The layers of tape art;Max Zorn and Audrey Sykes;https://i.ytimg.com/vi/sRVxPE1cguo/mqdefault.jpg;TEDxTalks,English,Germany,Art,Brand,Communication,Community,Cooperation,Creation,Creativity,Design,Entertainment,Happiness,Hope,Invention,Origami,Painting,Simplicity,Success;7369;73;2;0;4;2016-02-02T21:04:07.000Z
2019-04-13;m4w-FV6eERI;The potential of brain stimulation;Sandro Krieg;https://i.ytimg.com/vi/m4w-FV6eERI/mqdefault.jpg;TEDxTalks,English,Germany,Science (hard),Brain,Cancer,Future,Health,Medicine,Mental health,Neurology,Neuroscience,Public health,Science,Surgery;3089;34;0;0;1;2017-02-17T17:48:43.000Z
2019-04-13;76pnQkP-xG4;A vision of the responsive city of the future;Gerhard Schmitt;https://i.ytimg.com/vi/76pnQkP-xG4/mqdefault.jpg;TEDxTalks,English,Germany,Technology,Big Data,Big problems,Cities,Communication,Design,Intelligence,Interface design,Internet,Policy,Politics,Public Policy,Urban Planning;5242;80;0;0;2;2017-02-10T17:11:17.000Z
2019-04-13;AuYWdpyeND8;A violin meets a loop station;Gustavo Strauß;https://i.ytimg.com/vi/AuYWdpyeND8/mqdefault.jpg;TEDxTalks,English,Entertainment,Music (performance);981;37;0;0;3;2019-01-17T17:56:06.000Z
2019-04-13;LQEbC8QfbyU;Robots with muscles: inspired by nature;Rafael Hostettler;https://i.ytimg.com/vi/LQEbC8QfbyU/mqdefault.jpg;TEDxTalks,ted talk,Computer Science,Germany,ted talks,tedx talk,Physics,ted x,tedx,English,tedx talks,Technology,Culture,ted,Biology;13080;96;16;0;4;2014-07-25T22:15:03.000Z
2019-04-13;36186S-RsKY;Why data should be over-the-counter;Jenny Rankin;https://i.ytimg.com/vi/36186S-RsKY/mqdefault.jpg;TEDxTalks,English,Germany,Design,Classroom,Data,Decision making,Education,Education reform,Higher education,Interface design,Multimedia,Personal education,Presentation,Product design,Reform,Science,Teaching,Visualization;12361;120;8;0;9;2016-01-29T16:28:55.000Z
2019-04-13;-guxUgF_eTU;Live Improv Theater;Bake This;https://i.ytimg.com/vi/-guxUgF_eTU/mqdefault.jpg;TEDxTalks,English,Germany,Entertainment,Art,Comedy,Humor,Theater;8241;66;9;0;3;2015-12-22T18:36:24.000Z
2019-04-13;OKQ-mpv0tWI;The Perfect Fit - Individualized, Fashionable, 3D-printed Prosthetics;Manuel Opitz;https://i.ytimg.com/vi/OKQ-mpv0tWI/mqdefault.jpg;TEDxTalks,English,Health,3D Technology,Entrepreneurship,Fashion,Future,Medicine,Printing,Prosthetics,Start-up,Technology;824;22;0;0;3;2018-02-21T21:45:45.000Z
2019-04-13;d4yD0kz34jg;Why shit matters;Christoph Lüthi;https://i.ytimg.com/vi/d4yD0kz34jg/mqdefault.jpg;TEDxTalks,English,Global Issues,Environment,Global issues,Globalization,Health,Public health,Research,Science,Slum,Sustainability,Water;1729;45;0;0;4;2019-01-17T17:56:06.000Z
2019-04-13;-NhZ4ioHb9E;Loss of a Species – A Giant, Extinct;Thomas Hildebrandt;https://i.ytimg.com/vi/-NhZ4ioHb9E/mqdefault.jpg;TEDxTalks,English,Global Issues,Activism,Animals,Future,Medicine,Nature;1028;19;0;0;0;2018-02-21T21:53:10.000Z
2019-04-13;WGPQM1J7Jcw;What Is Inside a Neutron Star?;Laura Fabbietti;https://i.ytimg.com/vi/WGPQM1J7Jcw/mqdefault.jpg;TEDxTalks,English,Science (hard),Exploration,Physics,Science,Space;8183;115;11;0;32;2018-02-21T21:55:30.000Z
2019-04-13;NG2CsLrCCY8;A health system that works for everybody;Sabine Kobayter;https://i.ytimg.com/vi/NG2CsLrCCY8/mqdefault.jpg;TEDxTalks,English,Germany,Health,Big problems,Design,Disease,Empathy,Government,Life,Public health,Public Policy,Research,Society,Vaccines;5155;28;6;0;1;2017-02-10T17:11:17.000Z
2019-04-13;XnQHVXMhzBo;Opus Epicus;Mandara;https://i.ytimg.com/vi/XnQHVXMhzBo/mqdefault.jpg;TEDxTalks,English,Germany,Entertainment,Meditation,Music (performance);13718;199;4;0;13;2016-01-05T16:34:27.000Z
2019-04-13;62aI5Oy4S4g;The Glue That Holds Society Together;Jürgen Gradl;https://i.ytimg.com/vi/62aI5Oy4S4g/mqdefault.jpg;TEDxTalks,English,Global Issues,Activism,Career,Community,Social Change,Social Justice,Society;1383;29;1;0;4;2018-02-21T21:48:51.000Z
2019-04-13;twHCsVPupXo;Cultural Fashion: Transform the Fashion Industry From Villain to Hero;Monica Boța-Moisin;https://i.ytimg.com/vi/twHCsVPupXo/mqdefault.jpg;TEDxTalks,English,Global Issues,Activism,Art,Community,Culture,Fashion,Law;3342;103;8;0;6;2018-02-21T21:55:05.000Z
2019-04-13;iaemojsQDFw;Laugh, Think, Cry, Laugh Again;Jessamyn Fairfield;https://i.ytimg.com/vi/iaemojsQDFw/mqdefault.jpg;TEDxTalks,English,Life,Cancer,Communication,Community,Death,Education,Family,Humor,Science;1103;30;2;0;2;2018-02-21T21:54:07.000Z
2019-04-13;U5DoJ_jCt7E;The Robotic Future of Elderly Care;Thomas Bock;https://i.ytimg.com/vi/U5DoJ_jCt7E/mqdefault.jpg;TEDxTalks,English,Technology,Elderly,Future,Intelligence,Interface design,Medicine,Robots;1330;22;2;0;0;2018-02-21T21:46:38.000Z
2019-04-13;w-QoDqBMe2k;Medical Augmented Reality: coming soon to (operating) theaters near you;Nassir Navab;https://i.ytimg.com/vi/w-QoDqBMe2k/mqdefault.jpg;TEDxTalks,English,Germany,Technology,3D Technology,Anthropology,Body,Computers,Digital,Health,Heart health,Intelligence,Interface design,Medicine,Progress;7137;88;3;0;1;2017-02-10T19:55:43.000Z
2019-04-13;NfpGHOu9TIY;Science, art and the Big Bang;Judith Egger;https://i.ytimg.com/vi/NfpGHOu9TIY/mqdefault.jpg;TEDxTalks,English,Art,Biology,Biomechanics,Creativity,Evolution,Life,Science;562;11;1;0;0;2018-09-08T15:30:00.000Z
2019-04-13;gnK7Lg56DjI;How patient innovation improves lives;Pedro Oliveira;https://i.ytimg.com/vi/gnK7Lg56DjI/mqdefault.jpg;TEDxTalks,English,Germany,Health,Activism,Big problems,Business,Change,Disability,Disease,Engineering,Entrepreneurship,Innovation,Internet,Medicine,Research,Social Entrepreneurship,Social Media,Technology;1887;24;0;0;0;2016-01-03T06:04:47.000Z
2019-04-13;5U6Cc1hmdY0;A question of survival: Why we hunted the Higgs;Steven Goldfarb;https://i.ytimg.com/vi/5U6Cc1hmdY0/mqdefault.jpg;TEDxTalks,English,Germany,Science (hard),Big problems,Curiosity,Engineering,Evolution,Invention,Physics,Science,Society,Technology;4349;59;3;0;2;2015-12-18T15:51:53.000Z
2019-04-13;14cZX-dN03s;How to predict everything - even who dies next in Game of Thrones;Guy Yachdav;https://i.ytimg.com/vi/14cZX-dN03s/mqdefault.jpg;TEDxTalks,English,Germany,Technology,AI,Book,Computers,Culture,Data,Death,Film,Literature,Science,TV,Visualization;6918;85;6;0;5;2016-09-08T17:20:37.000Z
2019-04-13;EQbLO3PJ1SQ;Relax, leading is about trusting your team;Sarah Fleischer;https://i.ytimg.com/vi/EQbLO3PJ1SQ/mqdefault.jpg;TEDxTalks,English,Germany,Business,Big problems,Communication,Community,Creativity,Engineering,Future,Global issues,Innovation,Leadership,Mobility,Motivation,Sustainability,Transportation;2098;22;1;0;2;2016-09-06T15:23:57.000Z
2019-04-13;2HJG_Nsx62U;Water Systems in Cities of the Future;Jörg Drewes;https://i.ytimg.com/vi/2HJG_Nsx62U/mqdefault.jpg;TEDxTalks,English,Germany,Global Issues,Cities,Community,Engineering,Environment,Global issues,Nature,Sustainability,Urban Planning,Water;2347;31;4;0;0;2016-09-06T21:03:47.000Z
2019-04-14;iq5SLf6xPFQ;Are you living the life you want to live?;Taz Alam;https://i.ytimg.com/vi/iq5SLf6xPFQ/mqdefault.jpg;TEDxTalks,English,Life,Career,Exploration,Life Development,Self,Self improvement,Self-help;269120;20087;101;0;722;2018-02-21T21:46:59.000Z
2019-04-14;ZqlTSCvP-Z0;How drawing helps you think;Ralph Ammer;https://i.ytimg.com/vi/ZqlTSCvP-Z0/mqdefault.jpg;TEDxTalks,English,Art,Arts education,Beauty,Communication,Creation,Creativity,Design,Ideas,Learning,Painting,Personal growth,Visualization;3621;139;3;0;7;2019-01-17T17:56:07.000Z
2019-04-14;iuIisjRIcVI;Motivate yourself with visions, goals and willpower;Hugo Kehr;https://i.ytimg.com/vi/iuIisjRIcVI/mqdefault.jpg;TEDxTalks,English,Germany,Life,Achievement,Anthropology,Brain,Career,Control,Decision making,Goal-setting,Happiness,Life Development,Life Hack,Mindfulness,Motivation,Personal growth,Positive Thinking,Social Science,Society,Success,Work;296966;5201;177;0;99;2017-02-09T19:43:41.000Z
2019-04-14;KCLdryjDl6E;Memory techniques - Your secret weapon in the information age;Simon Reinhard;https://i.ytimg.com/vi/KCLdryjDl6E/mqdefault.jpg;TEDxTalks,English,Germany,Education,Consciousness,Data,Memory,Personal education,Personal growth,Self,Self improvement,Self-help;434651;4662;233;0;105;2017-02-10T17:11:16.000Z
2019-04-14;VgluoTngkQE;Globalization: a view from space;Xiaoxiang Zhu;https://i.ytimg.com/vi/VgluoTngkQE/mqdefault.jpg;TEDxTalks,English,Science (hard),Big Data,Data,Global issues,Globalization,Map,Research,Science,Slum,Space,Technology,Urban Areas,Urban Planning;866;12;0;0;1;2019-01-17T17:56:07.000Z
2019-04-14;D6_J7FfgWVc;6 Steps to Improve Your Emotional Intelligence;Ramona Hacker;https://i.ytimg.com/vi/D6_J7FfgWVc/mqdefault.jpg;TEDxTalks,English,Life,Community,Compassion,Emotions,Intelligence,Learning,Self,Self improvement,Society;458872;6283;467;0;147;2018-02-21T21:50:47.000Z
2019-04-14;3uLp0C6G__w;The fascinating intelligence of birds;Auguste von Bayern;https://i.ytimg.com/vi/3uLp0C6G__w/mqdefault.jpg;TEDxTalks,English,Germany,Science (hard),Animals,Birds,Brain,Cognitive science,Communication,Exploration,Intelligence,Relationships,Science;107098;1816;49;0;252;2017-02-10T17:11:15.000Z
2019-04-14;0qVOUD76JOg;The art of neural networks;Mike Tyka;https://i.ytimg.com/vi/0qVOUD76JOg/mqdefault.jpg;TEDxTalks,English,Germany,Technology,AI,Art,Computers,Creativity,Engineering,Poetry,Science,Visualization;216197;3231;68;0;123;2015-12-07T19:46:38.000Z
2019-04-14;LxhxeGZzRqM;Car jumping: the future of transportation;Tommaso Gecchelin;https://i.ytimg.com/vi/LxhxeGZzRqM/mqdefault.jpg;TEDxTalks,English,Technology,Cities,Future,Invention,Mobility,Transportation,Travel,Urban Planning;41462;30;0;0;1;2019-01-17T17:56:06.000Z
2019-04-14;NQ9uWbZ285Q;How to create passioneers;Steffie Limère;https://i.ytimg.com/vi/NQ9uWbZ285Q/mqdefault.jpg;TEDxTalks,English,Germany,Education,Adventure,Business,Career,Communication,Community,Connection,Creation,Creativity,Curiosity,Dreams,Emotions,Exploration,Goal-setting,Happiness,Initiative,Innovation,Leadership,Life Development,Motivation,Passion,Personal growth,Purpose,Teaching,Volunteering,Work;2682;32;1;0;1;2017-02-09T19:43:40.000Z
2019-04-14;sRVxPE1cguo;Stick Up: The layers of tape art;Max Zorn and Audrey Sykes;https://i.ytimg.com/vi/sRVxPE1cguo/mqdefault.jpg;TEDxTalks,English,Germany,Art,Brand,Communication,Community,Cooperation,Creation,Creativity,Design,Entertainment,Happiness,Hope,Invention,Origami,Painting,Simplicity,Success;7372;73;2;0;4;2016-02-02T21:04:07.000Z
2019-04-14;d4yD0kz34jg;Why shit matters;Christoph Lüthi;https://i.ytimg.com/vi/d4yD0kz34jg/mqdefault.jpg;TEDxTalks,English,Global Issues,Environment,Global issues,Globalization,Health,Public health,Research,Science,Slum,Sustainability,Water;1731;45;0;0;4;2019-01-17T17:56:06.000Z
2019-04-14;JR_DmkV4Jlw;Design beyond the shape;Benoit Jacob;https://i.ytimg.com/vi/JR_DmkV4Jlw/mqdefault.jpg;English,Germany,Computer Science,ted talk,Lifestyle,tedx talk,tedx,tedx talks,TEDxTalks,Climate Change,ted talks,ted,ted x,Design,Sustainability;5351;50;0;0;0;2014-07-25T22:15:03.000Z
2019-04-14;69OAhVh6POY;Let’s build machines as complex as nature;Lin Kayser;https://i.ytimg.com/vi/69OAhVh6POY/mqdefault.jpg;TEDxTalks,English,Technology,Design,Engineering,Materials,Nature,Printing,Product design,Space,Sustainability;1638;42;1;0;4;2019-01-17T17:56:07.000Z
2019-04-14;0NDL0AgRK0c;Deep Learning Beyond Cats and Dogs;Nils Thuerey;https://i.ytimg.com/vi/0NDL0AgRK0c/mqdefault.jpg;TEDxTalks,English,Technology,Computers,Future,Intelligence,Medicine,Visualization;1039;24;0;0;1;2018-02-21T21:53:50.000Z
2019-04-14;fJc7RYLuhUo;Tap dance;Sema Karakurt & Urs Jandl;https://i.ytimg.com/vi/fJc7RYLuhUo/mqdefault.jpg;TEDxTalks,English,Entertainment,Dance (performance);735;7;0;0;0;2019-01-17T17:56:06.000Z
2019-04-14;m4w-FV6eERI;The potential of brain stimulation;Sandro Krieg;https://i.ytimg.com/vi/m4w-FV6eERI/mqdefault.jpg;TEDxTalks,English,Germany,Science (hard),Brain,Cancer,Future,Health,Medicine,Mental health,Neurology,Neuroscience,Public health,Science,Surgery;3092;34;0;0;1;2017-02-17T17:48:43.000Z
2019-04-14;5SDZA06wO44;Contemporary Ballet;Munich International Ballet School;https://i.ytimg.com/vi/5SDZA06wO44/mqdefault.jpg;TEDxTalks,English,Germany,Entertainment,Art,Creativity,Dance (performance);2247;13;1;0;1;2016-01-25T19:41:49.000Z
2019-04-14;S-S5_oVNvZQ;How compassion goes further than pity;Steffen Linßen & Daniel Kühbacher;https://i.ytimg.com/vi/S-S5_oVNvZQ/mqdefault.jpg;TEDxTalks,German,Global Issues,Compassion,Disability,Discrimination,Disease,Emotions,Empathy,Friendship,Identity,Life,Social Change,Society;1448;39;0;0;3;2019-01-17T17:56:06.000Z
2019-04-14;7b_7RXB3HnI;Stir, Blend, Disrupt: How Architects Think & What Managers Can Learn;Christos Chantzaras;https://i.ytimg.com/vi/7b_7RXB3HnI/mqdefault.jpg;TEDxTalks,English,Design,Architecture,Business,Communication,Product design,Start-up;888;17;0;0;0;2018-02-21T21:49:45.000Z
2019-04-14;3DyrDKYhSi8;The natural way of managing leaders;Erik Ringertz;https://i.ytimg.com/vi/3DyrDKYhSi8/mqdefault.jpg;TEDxTalks,English,Germany,Business,Communication,Decision making,Leadership,Work;11960;128;4;0;0;2015-12-14T18:43:42.000Z
2019-04-14;EJDpbsvWdsg;Born in Ireland, made in Germany;Mel Kelly;https://i.ytimg.com/vi/EJDpbsvWdsg/mqdefault.jpg;TEDxTalks,English,Germany,Entertainment,Aging,Comedy,Culture,Humor,Society;153385;1287;276;0;144;2017-02-14T15:28:53.000Z
2019-04-14;Zark1jrC7EU;Personalized health -- harnessing the power of diversity;Burkhard Rost;https://i.ytimg.com/vi/Zark1jrC7EU/mqdefault.jpg;ted,Health,tedx,ted x,Science (hard),tedx talk,TEDxTalks,Medicine,Computer Science,tedx talks,ted talks,Germany,ted talk,Genetics,Biology,English;2383;19;0;0;2;2014-07-23T18:55:49.000Z
2019-04-14;k_BVvupSChc;HIV - Curing the Incurable;Daniel Aaron Donahue;https://i.ytimg.com/vi/k_BVvupSChc/mqdefault.jpg;TEDxTalks,English,Science (hard),AIDS,Future,Genetics,Health,Medicine,Research;25625;268;27;0;33;2018-02-21T21:54:28.000Z
2019-04-14;LQEbC8QfbyU;Robots with muscles: inspired by nature;Rafael Hostettler;https://i.ytimg.com/vi/LQEbC8QfbyU/mqdefault.jpg;TEDxTalks,ted talk,Computer Science,Germany,ted talks,tedx talk,Physics,ted x,tedx,English,tedx talks,Technology,Culture,ted,Biology;13084;96;16;0;4;2014-07-25T22:15:03.000Z
2019-04-14;6MxbegZtAII;Create a universe out of a single line;Simon James;https://i.ytimg.com/vi/6MxbegZtAII/mqdefault.jpg;TEDxTalks,English,Germany,Art,Adventure,Arts education,Career,Communication,Creation,Creativity,Culture,Failure,Self,Self improvement,Work;888;18;0;0;3;2017-02-10T17:11:18.000Z
2019-04-14;-NhZ4ioHb9E;Loss of a Species – A Giant, Extinct;Thomas Hildebrandt;https://i.ytimg.com/vi/-NhZ4ioHb9E/mqdefault.jpg;TEDxTalks,English,Global Issues,Activism,Animals,Future,Medicine,Nature;1028;19;0;0;0;2018-02-21T21:53:10.000Z
2019-04-14;3Xpj5Gj9pgo;What virtual reality can tell us about human nature;Cade McCall;https://i.ytimg.com/vi/3Xpj5Gj9pgo/mqdefault.jpg;TEDxTalks,English,Germany,Social Science,Behavior,Body language,Cognitive science,Communication,Compassion,Connection,Curiosity,Emotions,Empathy,Happiness,Love,Neuroscience,Psychology,Relationships,Science,Technology;2531;36;0;0;0;2016-01-18T18:34:08.000Z
2019-04-14;myl722kHxbU;Feeling welcomed and empowered;Essraa Nawar;https://i.ytimg.com/vi/myl722kHxbU/mqdefault.jpg;TEDxTalks,English,Germany,Life,Change,Community,Culture,Empathy,Family,Human Rights,Morality,Motivation,Religion,Self,Social Change,Social Interaction,Society;8062;139;3;0;15;2015-12-26T20:36:51.000Z
2019-04-14;76pnQkP-xG4;A vision of the responsive city of the future;Gerhard Schmitt;https://i.ytimg.com/vi/76pnQkP-xG4/mqdefault.jpg;TEDxTalks,English,Germany,Technology,Big Data,Big problems,Cities,Communication,Design,Intelligence,Interface design,Internet,Policy,Politics,Public Policy,Urban Planning;5244;81;0;0;2;2017-02-10T17:11:17.000Z
2019-04-14;IDixuVrDABY;How do we learn from failure?;Dean Shepherd;https://i.ytimg.com/vi/IDixuVrDABY/mqdefault.jpg;Business,Germany,ted x,ted,English,tedx,Career/Life Development,tedx talk,Psychology,ted talk,Performance,ted talks,tedx talks,TEDxTalks;18656;143;4;0;1;2014-07-23T18:55:18.000Z
2019-04-14;Z2TQQhTx6EQ;What I do to live the life I want;Petra Dorfner;https://i.ytimg.com/vi/Z2TQQhTx6EQ/mqdefault.jpg;TEDxTalks,English,Germany,Life,Choice,Compassion,Connection,Consciousness,Death,Decision making,Family,Future,Goal-setting,Happiness,Health,Identity,Life Development,Life Hack,Mindfulness,Motivation,Passion,Personal growth,Relationships,Self,Self improvement,Self-help,Work;2147;36;0;0;3;2016-01-12T20:04:05.000Z
2019-04-14;2B91UE0gHps;Acoustic Performance;Peak to Peak;https://i.ytimg.com/vi/2B91UE0gHps/mqdefault.jpg;TEDxTalks,English,Germany,Entertainment,Band;545;3;0;0;0;2017-02-14T15:28:51.000Z
2019-04-14;Uhg75v5_Xu8;What fruit flies can teach us about muscle disease;Maria Spletter;https://i.ytimg.com/vi/Uhg75v5_Xu8/mqdefault.jpg;TEDxTalks,English,Science (hard),Animals,Disease,Genetics,Research,Science;590;18;0;0;2;2019-01-17T17:56:06.000Z
2019-04-14;cCke5m76UFo;Why we need a human-scale energy system;Justus Schütze;https://i.ytimg.com/vi/cCke5m76UFo/mqdefault.jpg;TEDxTalks,English,Global Issues,Community,Energy,Global issues,History,Intelligence,Internet,Sharing,Smartphone,Technology;545;21;0;0;1;2019-01-17T17:56:06.000Z
2019-04-14;-guxUgF_eTU;Live Improv Theater;Bake This;https://i.ytimg.com/vi/-guxUgF_eTU/mqdefault.jpg;TEDxTalks,English,Germany,Entertainment,Art,Comedy,Humor,Theater;8249;66;9;0;3;2015-12-22T18:36:24.000Z
2019-04-14;AuYWdpyeND8;A violin meets a loop station;Gustavo Strauß;https://i.ytimg.com/vi/AuYWdpyeND8/mqdefault.jpg;TEDxTalks,English,Entertainment,Music (performance);996;37;0;0;3;2019-01-17T17:56:06.000Z
2019-04-14;ab_yh2HoJ7o;Building our future with synthetic biology;Jérôme Lutz;https://i.ytimg.com/vi/ab_yh2HoJ7o/mqdefault.jpg;TEDxTalks,English,Germany,Technology,Aging,Biology,Biotech,Computers,Intelligence,Robots,Society;3430;54;14;0;4;2017-02-10T17:11:20.000Z
2019-04-14;36186S-RsKY;Why data should be over-the-counter;Jenny Rankin;https://i.ytimg.com/vi/36186S-RsKY/mqdefault.jpg;TEDxTalks,English,Germany,Design,Classroom,Data,Decision making,Education,Education reform,Higher education,Interface design,Multimedia,Personal education,Presentation,Product design,Reform,Science,Teaching,Visualization;12371;120;8;0;9;2016-01-29T16:28:55.000Z
2019-04-14;O54JCIDqWwM;Beyond the first step: the unexpected, unanticipatible, enthralling!;Terry Swartzberg;https://i.ytimg.com/vi/O54JCIDqWwM/mqdefault.jpg;TEDxTalks,English,Germany,Life,Achievement,Activism,Adventure,Benefit,Cause,Climate Change,Community,Dreams,Emotions,Exploration,Global issues,Human Rights,Ideas,Impact,Initiative,Local issues,Motivation,Movement,Passion,Peace,Positive Thinking,Self improvement,Volunteering;1561;31;0;0;3;2017-02-10T17:11:19.000Z
2019-04-14;mK6IdD4GXPo;The time is now for a sustainable food revolution;Marc Buckley;https://i.ytimg.com/vi/mK6IdD4GXPo/mqdefault.jpg;TEDxTalks,English,Germany,Global Issues,Activism,Big problems,Entrepreneurship,Environment,Food,Global issues,Green,Nature,Obesity,Social Change,Social Entrepreneurship,Sustainability;66616;375;2;0;4;2015-12-29T19:05:20.000Z
2019-04-14;ke4lI_1xCrU;Mega events and the developing world;James Mister;https://i.ytimg.com/vi/ke4lI_1xCrU/mqdefault.jpg;English,Germany,ted talk,Global Issues,Social Justice,Climate Change,tedx talk,ted talks,Urban Planning,tedx talks,TEDxTalks,Public Policy,Economics,Culture,International Affairs,ted,Politics,ted x,tedx,Development/Philanthropy,Sustainability;4165;20;4;0;2;2014-07-25T22:15:03.000Z
2019-04-14;WGPQM1J7Jcw;What Is Inside a Neutron Star?;Laura Fabbietti;https://i.ytimg.com/vi/WGPQM1J7Jcw/mqdefault.jpg;TEDxTalks,English,Science (hard),Exploration,Physics,Science,Space;8250;115;11;0;32;2018-02-21T21:55:30.000Z
2019-04-14;g17OHKBm50I;Less queuing, more safety - the power of crowd simulations;Angelika Kneidl;https://i.ytimg.com/vi/g17OHKBm50I/mqdefault.jpg;TEDxTalks,English,Technology,Computers,Design,Future,Math;585;10;0;0;0;2018-02-21T21:48:18.000Z
2019-04-14;CFHvNNcEIDo;Contemporary & Jazz Dance;Alina Groder & Sungsit Saiynart;https://i.ytimg.com/vi/CFHvNNcEIDo/mqdefault.jpg;TEDxTalks,English,Germany,Entertainment,Dance (performance);857;10;2;0;0;2017-02-14T15:28:52.000Z
2019-04-14;XnQHVXMhzBo;Opus Epicus;Mandara;https://i.ytimg.com/vi/XnQHVXMhzBo/mqdefault.jpg;TEDxTalks,English,Germany,Entertainment,Meditation,Music (performance);13723;199;4;0;13;2016-01-05T16:34:27.000Z
2019-04-14;NG2CsLrCCY8;A health system that works for everybody;Sabine Kobayter;https://i.ytimg.com/vi/NG2CsLrCCY8/mqdefault.jpg;TEDxTalks,English,Germany,Health,Big problems,Design,Disease,Empathy,Government,Life,Public health,Public Policy,Research,Society,Vaccines;5157;28;6;0;1;2017-02-10T17:11:17.000Z
2019-04-14;62aI5Oy4S4g;The Glue That Holds Society Together;Jürgen Gradl;https://i.ytimg.com/vi/62aI5Oy4S4g/mqdefault.jpg;TEDxTalks,English,Global Issues,Activism,Career,Community,Social Change,Social Justice,Society;1383;29;1;0;4;2018-02-21T21:48:51.000Z
2019-04-14;OKQ-mpv0tWI;The Perfect Fit - Individualized, Fashionable, 3D-printed Prosthetics;Manuel Opitz;https://i.ytimg.com/vi/OKQ-mpv0tWI/mqdefault.jpg;TEDxTalks,English,Health,3D Technology,Entrepreneurship,Fashion,Future,Medicine,Printing,Prosthetics,Start-up,Technology;824;22;0;0;3;2018-02-21T21:45:45.000Z
2019-04-14;gnK7Lg56DjI;How patient innovation improves lives;Pedro Oliveira;https://i.ytimg.com/vi/gnK7Lg56DjI/mqdefault.jpg;TEDxTalks,English,Germany,Health,Activism,Big problems,Business,Change,Disability,Disease,Engineering,Entrepreneurship,Innovation,Internet,Medicine,Research,Social Entrepreneurship,Social Media,Technology;1887;24;0;0;0;2016-01-03T06:04:47.000Z
2019-04-14;GC8V3-pvLZ4;Are we victims of our senses?;Ilona Grunwald Kadow;https://i.ytimg.com/vi/GC8V3-pvLZ4/mqdefault.jpg;TEDxTalks,English,Science (hard),Animals,Behavior,Brain,Neurology,Neuroscience,Research,Science,Senses;660;18;0;0;2;2019-01-17T17:56:06.000Z
2019-04-14;HCjBM23nQ0s;Robots that learn from us;Dongheui Lee;https://i.ytimg.com/vi/HCjBM23nQ0s/mqdefault.jpg;TEDxTalks,English,Germany,Technology,AI,Cognitive science,Computers,Creation,Engineering,Future,Innovation,Intelligence,Product design,Productivity,Relationships,Research,Robots,Science;5611;75;2;0;2;2016-01-08T21:08:32.000Z
2019-04-14;LVM1KOl-kDw;Using tiny magnets for computation;Markus Becherer;https://i.ytimg.com/vi/LVM1KOl-kDw/mqdefault.jpg;TEDxTalks,English,Technology,Computers,Electricity,Energy,Future,Materials,Nanoscale,Science;873;33;0;0;2;2018-09-08T15:30:01.000Z
2019-04-14;gPZc1fZcgL8;Refugees - a homemade challenge;Melusine Reimers;https://i.ytimg.com/vi/gPZc1fZcgL8/mqdefault.jpg;TEDxTalks,English,Germany,Global Issues,Activism,Big problems,Community,Culture,Foreign policy,Global issues,Higher education,Human Rights,Identity,Immigration,International Affairs,Middle East,Politics,Refugee,Social Change,Society,War;1785;20;5;0;4;2015-12-09T22:29:50.000Z
2019-04-14;U5DoJ_jCt7E;The Robotic Future of Elderly Care;Thomas Bock;https://i.ytimg.com/vi/U5DoJ_jCt7E/mqdefault.jpg;TEDxTalks,English,Technology,Elderly,Future,Intelligence,Interface design,Medicine,Robots;1333;22;2;0;0;2018-02-21T21:46:38.000Z
2019-04-14;5U6Cc1hmdY0;A question of survival: Why we hunted the Higgs;Steven Goldfarb;https://i.ytimg.com/vi/5U6Cc1hmdY0/mqdefault.jpg;TEDxTalks,English,Germany,Science (hard),Big problems,Curiosity,Engineering,Evolution,Invention,Physics,Science,Society,Technology;4360;59;3;0;2;2015-12-18T15:51:53.000Z
2019-04-14;iaemojsQDFw;Laugh, Think, Cry, Laugh Again;Jessamyn Fairfield;https://i.ytimg.com/vi/iaemojsQDFw/mqdefault.jpg;TEDxTalks,English,Life,Cancer,Communication,Community,Death,Education,Family,Humor,Science;1104;30;2;0;2;2018-02-21T21:54:07.000Z
2019-04-14;twHCsVPupXo;Cultural Fashion: Transform the Fashion Industry From Villain to Hero;Monica Boța-Moisin;https://i.ytimg.com/vi/twHCsVPupXo/mqdefault.jpg;TEDxTalks,English,Global Issues,Activism,Art,Community,Culture,Fashion,Law;3342;103;8;0;6;2018-02-21T21:55:05.000Z
